Company Name,Ticker,Industry,Year,Revenue,Cost of Sales / COGS,Gross Profit,Operating Profit / EBIT,EBITDA,Interest Expense,Net Income,Cash & Cash Equivalents,Accounts Receivable,Inventory,Current Assets,Total Assets,Current Liabilities,Total Liabilities,Short-Term Debt,Long-Term Debt,Total Debt,Total Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Capital Expenditure,Distress Status,Distress Event,Distress Event Year,Current Ratio,Quick Ratio,Cash Ratio,Net Profit Margin,EBIT Margin,ROA,ROE,ROE_negative_equity_flag,Debt-to-Equity,Debt-to-Equity_negative_equity_flag,Debt Ratio,Liabilities-to-Assets,Interest Coverage,Asset Turnover,Inventory Turnover,Receivables Turnover,Operating Cash Flow Ratio,CFO to Debt,Free Cash Flow,CFO to Net Income
Opendoor Technologies Inc,OPEN,Real Estate Services,2024,5153000000.0,4720000000.0,433000000.0,-303000000.0,-205000000.0,133000000.0,-392000000.0,671000000.0,,2159000000.0,2997000000.0,3126000000.0,529000000.0,2413000000.0,432000000.0,1870000000.0,2302000000.0,713000000.0,-595000000.0,28000000.0,-210000000.0,-25000000.0,0.0,,,5.665406427221172,1.5841209829867675,1.268431001890359,-0.07607219095672424,-0.05880069862216185,-0.1253998720409469,-0.5497896213183731,False,3.228611500701262,False,0.7364043506078055,0.77191298784389,-2.2781954887218046,1.648432501599488,2.3995932892730045,,-1.1247637051039698,-0.2584708948740226,-570000000.0,1.5178571428571428
Opendoor Technologies Inc,OPEN,Real Estate Services,2025,4371000000.0,4021000000.0,350000000.0,-277000000.0,-1123000000.0,131000000.0,-1300000000.0,962000000.0,,925000000.0,2299000000.0,2407000000.0,327000000.0,1402000000.0,245000000.0,1068000000.0,1313000000.0,1005000000.0,1049000000.0,-12000000.0,-499000000.0,-12000000.0,0.0,,,7.030581039755352,4.201834862385321,2.941896024464832,-0.29741477922672155,-0.06337222603523221,-0.540091400083091,-1.2935323383084578,False,1.3064676616915423,False,0.5454923140839218,0.5824678022434566,-2.114503816793893,1.8159534690486083,2.6076523994811933,,3.2079510703363914,0.7989337395277989,1061000000.0,-0.806923076923077
"Banzai International, Inc.",PARA,Software - Application,2023,4561300.0,1444618.0,3116682.0,-9795551.0,-8671383.0,5554474.0,-14406262.0,2093718.0,105049.0,0.0,2939922.0,5288486.0,37089615.0,37164615.0,16164856.0,0.0,16164856.0,-31876129.0,-1550781.0,0.0,2621000.0,,1.0,Credit Rating Downgrade to Junk / $6B Impairment,2024.0,0.07926536848656962,0.07926536848656962,0.05645024894434736,-3.1583675706487186,-2.147534913292263,-2.724080578070926,0.45194515306422556,True,-0.5071147754484241,True,3.056613178138318,7.0274583311745555,-1.7635425064551566,0.8624963741985892,,43.42068939256918,-0.04181173085781559,-0.09593534269652634,,0.10764631380437202
"Banzai International, Inc.",PARA,Software - Application,2024,4527879.0,1422542.0,3105337.0,-13467744.0,-28304392.0,3047101.0,-31513389.0,1087497.0,937121.0,0.0,2667492.0,25674078.0,28260148.0,28437880.0,12429758.0,49974.0,12479732.0,-2763802.0,-9575403.0,82219.0,8486963.0,,1.0,Credit Rating Downgrade to Junk / $6B Impairment,2024.0,0.09439058847108657,0.09439058847108657,0.0384816456021391,-6.959856701117675,-2.974404572206987,-1.2274399493528063,11.402187638622449,True,-4.515421871754923,True,0.48608296664051576,1.1076495132561333,-4.419854806256832,0.17635994562297427,,8.689328996229023,-0.3388306034349148,-0.7672763325366282,,0.3038518960940697
"Banzai International, Inc.",PARA,Software - Application,2025,12161419.0,2188583.0,9972836.0,-18464980.0,-18879800.0,2384493.0,-22492075.0,259205.0,722066.0,0.0,1413497.0,31631514.0,22370810.0,23576513.0,10570412.0,33922.0,10604334.0,8055001.0,-15706619.0,-2678980.0,17633523.0,,0.0,,,0.0631848824427904,0.0631848824427904,0.011586750770311849,-1.8494613992002085,-1.518324465261825,-0.7110653950993304,-2.79231188177382,False,1.31649071179507,False,0.33524585639498633,0.7453488631622248,-7.7437761402528755,0.3844716063859605,,14.659491666701824,-0.7021032765465354,-1.4811509143337054,,0.6983179186446782
"Pepsico, Inc.",PEP,Beverages - Non-Alcoholic,2023,91471000000.0,41881000000.0,49590000000.0,12913000000.0,15754000000.0,819000000.0,9074000000.0,9711000000.0,10815000000.0,5334000000.0,26950000000.0,100495000000.0,31647000000.0,81858000000.0,6510000000.0,37595000000.0,44105000000.0,18503000000.0,13442000000.0,-5495000000.0,-3009000000.0,-5518000000.0,0.0,,,0.851581508515815,0.6830347268303473,0.30685373021139445,0.09920083961036831,0.1411704255993703,0.09029304940544305,0.49040696103334597,False,2.383667513376209,False,0.43887755609731827,0.8145479874620628,15.766788766788768,0.9102044877854619,7.851706036745407,8.457790106333796,0.42474800139033714,0.3047727015077656,18960000000.0,1.481375358166189
"Pepsico, Inc.",PEP,Beverages - Non-Alcoholic,2024,91854000000.0,41744000000.0,50110000000.0,12920000000.0,16680000000.0,919000000.0,9578000000.0,8505000000.0,10333000000.0,5306000000.0,25826000000.0,99467000000.0,31536000000.0,81296000000.0,7082000000.0,37224000000.0,44306000000.0,18041000000.0,12507000000.0,-5472000000.0,-7556000000.0,-5318000000.0,0.0,,,0.8189370877727042,0.6506849315068494,0.2696917808219178,0.10427417423302197,0.14065800074030527,0.09629324298511063,0.5309018347098277,False,2.4558505626073943,False,0.44543416409462433,0.8173162958569173,14.058759521218716,0.9234620527411102,7.8466165413533835,8.686778891620957,0.3965943683409437,0.2822868234550625,17825000000.0,1.3058049697222802
"Pepsico, Inc.",PEP,Beverages - Non-Alcoholic,2025,93925000000.0,43066000000.0,50859000000.0,13491000000.0,15543000000.0,1121000000.0,8240000000.0,9159000000.0,11506000000.0,5845000000.0,27949000000.0,107399000000.0,32764000000.0,86852000000.0,6861000000.0,42321000000.0,49182000000.0,20406000000.0,12087000000.0,-6879000000.0,-4979000000.0,-4415000000.0,0.0,,,0.8530399218654621,0.6746429007447198,0.2795446221462581,0.08772957146659568,0.143635879691243,0.07672324695760668,0.4038028030971283,False,2.410173478388709,False,0.45793722474138493,0.8086853695099582,12.03479036574487,0.8745425935064572,7.724150300421487,8.601584321626449,0.36891099987791476,0.2457606441380993,16502000000.0,1.466868932038835
Procter & Gamble Company (The),PG,Household & Personal Products,2023,82006000000.0,42760000000.0,39246000000.0,18134000000.0,21823000000.0,756000000.0,14653000000.0,8246000000.0,5471000000.0,7073000000.0,22648000000.0,120829000000.0,35756000000.0,73764000000.0,10229000000.0,24378000000.0,34607000000.0,46777000000.0,16848000000.0,-3500000000.0,-12146000000.0,-3062000000.0,0.0,,,0.6334041839131894,0.4355912294440094,0.23061863743148003,0.17868204765504964,0.2211301612077165,0.12127055590959124,0.31325223934839774,False,0.739829403339248,False,0.28641302998452356,0.6104825828236599,23.986772486772487,0.6786946842231584,6.0455252368160615,14.989215865472492,0.4711936458216803,0.48683792296356226,19910000000.0,1.1497986760390364
Procter & Gamble Company (The),PG,Household & Personal Products,2024,84039000000.0,40848000000.0,43191000000.0,19886000000.0,22582000000.0,925000000.0,14879000000.0,9482000000.0,6118000000.0,7016000000.0,24709000000.0,122370000000.0,33627000000.0,71812000000.0,7191000000.0,25269000000.0,32460000000.0,50286000000.0,19846000000.0,-3504000000.0,-14855000000.0,-3322000000.0,0.0,,,0.7347964433342254,0.5261545781663545,0.28197579326136735,0.17704875117504967,0.23662823213032044,0.12159025905042085,0.2958875233663445,False,0.6455076959790002,False,0.2652610934052464,0.5868431805181008,21.49837837837838,0.6867614611424369,5.798566257363901,14.5032358270774,0.5901805097094597,0.6113986444855206,23168000000.0,1.3338261979971773
Procter & Gamble Company (The),PG,Household & Personal Products,2025,84284000000.0,41164000000.0,43120000000.0,20451000000.0,23921000000.0,907000000.0,15974000000.0,9556000000.0,6185000000.0,7551000000.0,25392000000.0,125231000000.0,36058000000.0,72947000000.0,9512000000.0,24995000000.0,34507000000.0,52012000000.0,17817000000.0,-3818000000.0,-14036000000.0,-3773000000.0,0.0,,,0.7041987908369849,0.49478617782461587,0.26501747185090685,0.1895258886621423,0.24264391818138675,0.1275562760019484,0.3071214335153426,False,0.6634430516034762,False,0.27554678953294315,0.582499540848512,22.54796030871003,0.6730282438054476,5.65167845129402,13.701373648703568,0.4941205835043541,0.5163300199959429,21590000000.0,1.115374984349568
"Plug Power, Inc.",PLUG,Electrical Equipment & Parts,2023,891340000.0,1399131000.0,-507791000.0,-1044005000.0,-1259913000.0,45201000.0,-1368833000.0,135033000.0,370059000.0,961253000.0,1786965000.0,4902738000.0,964800000.0,2004613000.0,86747000.0,480836000.0,567583000.0,2898125000.0,-1106570000.0,728052000.0,6117000.0,-696126000.0,1.0,Formal Going Concern Qualification (Form 10-K),2023.0,1.8521610696517412,0.8558374792703151,0.13995957711442786,-1.5357024255615142,-1.1712758318935534,-0.2791976646518741,-0.4723167565236144,False,0.19584489971964633,False,0.11576857666063331,0.40887622385695505,-23.09694475785934,0.1818045345274416,1.455528357258703,2.4086429461248073,-1.1469423714759535,-1.9496179413407377,-410444000.0,0.8084039470117976
"Plug Power, Inc.",PLUG,Electrical Equipment & Parts,2024,628814000.0,1253701000.0,-624887000.0,-1078223000.0,-1976413000.0,46622000.0,-2104701000.0,205693000.0,251296000.0,682642000.0,1477484000.0,3602846000.0,748489000.0,1795090000.0,142348000.0,587310000.0,729658000.0,1734137000.0,-728643000.0,-402364000.0,983170000.0,-334248000.0,0.0,,,1.9739555290725714,1.0619287658202057,0.27481098586619174,-3.3470962796629844,-1.7146930570884236,-0.5841773420235004,-1.213687845885302,False,0.42076145079656335,False,0.20252267235402235,0.49824222295374265,-23.126914332289477,0.17453257785650567,1.5252811158863553,2.0240088194349446,-0.9734852482802019,-0.9986089373377665,-394395000.0,0.34619786848583245
"Plug Power, Inc.",PLUG,Electrical Equipment & Parts,2025,709919000.0,951959000.0,-242040000.0,-679570000.0,-1583625000.0,65127000.0,-1631594000.0,368540000.0,240026000.0,520968000.0,1410268000.0,2594568000.0,610588000.0,1591254000.0,79369000.0,624126000.0,703495000.0,978069000.0,-535835000.0,-139008000.0,629953000.0,-125640000.0,0.0,,,2.3096883659685417,1.4564649157860947,0.6035821208408944,-2.2982819166693664,-0.9572500524707749,-0.6288499665454904,-1.6681788299189526,False,0.7192692949065965,False,0.27114147711680714,0.6133020988465132,-10.434535599674483,0.27361741916187976,1.581839632439079,2.889831922853037,-0.8775721108177691,-0.7616756337998137,-410195000.0,0.32841197013472717
"Peloton Interactive, Inc.",PTON,Leisure,2023,2800300000.0,1876700000.0,923500000.0,-863200000.0,-1036600000.0,97100000.0,-1261700000.0,813900000.0,97200000.0,522600000.0,1639100000.0,2769100000.0,761400000.0,3064300000.0,7500000.0,1678900000.0,1686400000.0,-295200000.0,-387600000.0,-69900000.0,76800000.0,-82400000.0,1.0,Comprehensive Debt Refinancing & Restructuring,2024.0,2.1527449435250854,1.4663777252429735,1.0689519306540582,-0.45055886869264006,-0.30825268721208443,-0.45563540500523636,4.274051490514905,True,-5.712737127371274,True,0.6090065364197754,1.1066050341266116,-8.889804325437693,1.0112671987288289,3.591083046306927,28.809670781893004,-0.5090622537431048,-0.22983870967741934,-305200000.0,0.3072045652690814
"Peloton Interactive, Inc.",PTON,Leisure,2024,2700400000.0,1494000000.0,1206500000.0,-405600000.0,-330800000.0,112500000.0,-551900000.0,697600000.0,103600000.0,329700000.0,1266000000.0,2185200000.0,685200000.0,2704400000.0,10000000.0,1490100000.0,1500100000.0,-519200000.0,-66100000.0,26800000.0,-94400000.0,-19700000.0,1.0,Comprehensive Debt Refinancing & Restructuring,2024.0,1.8476357267950962,1.36646234676007,1.0180969060128429,-0.20437712931417568,-0.1501999703747593,-0.25256269449020685,1.0629815100154083,True,-2.889252696456086,True,0.6864817865641589,1.2375983891634632,-3.6053333333333333,1.23576789309903,3.5058078141499474,26.89641434262948,-0.0964681844716871,-0.044063729084727686,-46400000.0,0.11976807392643594
"Peloton Interactive, Inc.",PTON,Leisure,2025,2490800000.0,1222500000.0,1268300000.0,61700000.0,108600000.0,134500000.0,-118900000.0,1039500000.0,101200000.0,205600000.0,1437600000.0,2125300000.0,803900000.0,2539000000.0,208500000.0,1290500000.0,1499000000.0,-413700000.0,333000000.0,-5100000.0,1700000.0,-9300000.0,0.0,,,1.7882821246423684,1.5325289215076503,1.2930712775220798,-0.04773566725550024,0.024771157860928216,-0.055945043052745495,0.2874063330916123,True,-3.6233985980178876,True,0.7053121912200631,1.194654872253329,0.4587360594795539,1.1719757210746717,4.567532224920606,24.32421875,0.4142306256997139,0.22214809873248834,342300000.0,-2.80067283431455
"Rivian Automotive, Inc.",RIVN,Auto Manufacturers,2023,4434000000.0,6464000000.0,-2030000000.0,-5739000000.0,-4274000000.0,220000000.0,-5432000000.0,7857000000.0,161000000.0,2620000000.0,12313000000.0,16778000000.0,2487000000.0,7637000000.0,361000000.0,4431000000.0,4792000000.0,9141000000.0,-4866000000.0,-2511000000.0,3130000000.0,-1026000000.0,1.0,Cash Burn Deficit / Capital Support Agreement,2024.0,4.950944913550463,3.8974668275030155,3.1592279855247285,-1.2250789354984213,-1.294316644113667,-0.32375730122779833,-0.5942457061590636,False,0.5242314845202932,False,0.2856121110978663,0.45517940159732984,-26.086363636363636,0.2642746453689355,2.467175572519084,27.540372670807454,-1.956574185765983,-1.0154424040066778,-3840000000.0,0.8958026509572902
"Rivian Automotive, Inc.",RIVN,Auto Manufacturers,2024,4970000000.0,6170000000.0,-1200000000.0,-4689000000.0,-3392000000.0,318000000.0,-4747000000.0,5294000000.0,443000000.0,2248000000.0,10583000000.0,15410000000.0,2251000000.0,8848000000.0,917000000.0,4441000000.0,5358000000.0,6558000000.0,-1716000000.0,-1980000000.0,1136000000.0,-1141000000.0,1.0,Cash Burn Deficit / Capital Support Agreement,2024.0,4.701466015104398,3.7027987561083964,2.351843625055531,-0.9551307847082495,-0.9434607645875251,-0.30804672290720314,-0.7238487343702348,False,0.8170173833485819,False,0.34769630110317973,0.5741726151849449,-14.745283018867925,0.32251784555483454,2.5349219391947413,16.456953642384107,-0.7623278542869836,-0.3202687569988802,-575000000.0,0.3614914682957657
"Rivian Automotive, Inc.",RIVN,Auto Manufacturers,2025,5387000000.0,5243000000.0,144000000.0,-3585000000.0,-2562000000.0,274000000.0,-3646000000.0,3579000000.0,555000000.0,1594000000.0,8592000000.0,14864000000.0,3693000000.0,10270000000.0,1660000000.0,4440000000.0,6100000000.0,4566000000.0,-779000000.0,-1828000000.0,886000000.0,-1710000000.0,0.0,,,2.3265637692932577,1.8949363660980232,0.9691307879772543,-0.6768145535548543,-0.6654909968442547,-0.24529063509149623,-0.7985107314936487,False,1.3359614542268945,False,0.4103875134553283,0.6909311087190527,-13.083941605839415,0.36241926803013996,2.7293076522644455,10.79559118236473,-0.21093961548876253,-0.12770491803278688,931000000.0,0.21365880416895228
"Virgin Galactic Holdings, Inc.",SPCE,Aerospace & Defense,2023,6800000.0,50538000.0,-43738000.0,-527111000.0,-475643000.0,12872000.0,-502337000.0,216799000.0,,16301000.0,950829000.0,1179517000.0,185660000.0,674041000.0,0.0,417886000.0,417886000.0,505476000.0,-448193000.0,-116273000.0,475431000.0,-44309000.0,1.0,Severe Cash Drain / Restructuring,2024.0,5.12134547021437,5.0335451901325,1.167720564472692,-73.87308823529412,-77.51632352941176,-0.42588364559391684,-0.9937900117908665,False,0.8267177867989776,False,0.35428569490732226,0.5714550956026916,-40.95020198881293,0.005765071635254092,3.100300595055518,,-2.414052569212539,-1.0725245641155723,-403884000.0,0.8922157834282564
"Virgin Galactic Holdings, Inc.",SPCE,Aerospace & Defense,2024,7036000.0,90024000.0,-82988000.0,-376629000.0,-318272000.0,12927000.0,-346740000.0,178605000.0,,0.0,627936000.0,961225000.0,150010000.0,638945000.0,0.0,420120000.0,420120000.0,322280000.0,-352703000.0,175656000.0,134340000.0,-121855000.0,1.0,Severe Cash Drain / Restructuring,2024.0,4.185960935937604,4.185960935937604,1.1906206252916471,-49.28084138715179,-53.528851620238775,-0.3607271970662436,-1.0758967357577263,False,1.3035869430309048,False,0.4370672839345627,0.6647194985565295,-29.135066140635878,0.007319826263361856,11.045211950187104,,-2.351196586894207,-0.8395291821384366,-230848000.0,1.0171973236430756
"Virgin Galactic Holdings, Inc.",SPCE,Aerospace & Defense,2025,1544000.0,72769000.0,-71225000.0,-285343000.0,-249588000.0,12782000.0,-278907000.0,144727000.0,,0.0,372898000.0,803179000.0,209323000.0,529215000.0,47830000.0,276362000.0,324192000.0,273964000.0,-240142000.0,90843000.0,114129000.0,-198045000.0,0.0,,,1.7814478103218472,1.7814478103218472,0.691405148980284,-180.6392487046632,-184.80764248704662,-0.34725385001350884,-1.018042516535019,False,1.1833379568118438,False,0.4036360512413796,0.6589004443592276,-22.323814739477392,0.0019223610179050995,,,-1.1472317901042886,-0.7407400552758859,-42097000.0,0.8610110180095875
Thermo Fisher Scientific Inc,TMO,Diagnostics & Research,2023,42857000000.0,25757000000.0,17100000000.0,7318000000.0,11079000000.0,1375000000.0,5995000000.0,8077000000.0,9664000000.0,5088000000.0,24589000000.0,98726000000.0,14012000000.0,51884000000.0,3609000000.0,31308000000.0,34917000000.0,46735000000.0,8406000000.0,-5142000000.0,-3622000000.0,-1479000000.0,0.0,,,1.7548529831572937,1.3917356551527262,0.5764344847273766,0.13988379961266537,0.17075390251300837,0.06072361890484776,0.12827645233764845,False,0.7471274205627474,False,0.3536758300751575,0.5255353199765006,5.322181818181818,0.4341004396005105,5.062303459119497,4.434706125827814,0.5999143591207536,0.24074233181544807,9885000000.0,1.4021684737281068
Thermo Fisher Scientific Inc,TMO,Diagnostics & Research,2024,42879000000.0,25177000000.0,17702000000.0,7717000000.0,11535000000.0,1390000000.0,6335000000.0,4009000000.0,9626000000.0,4978000000.0,22137000000.0,97321000000.0,13332000000.0,47649000000.0,2214000000.0,29061000000.0,31275000000.0,49585000000.0,8667000000.0,-5841000000.0,-6792000000.0,-1400000000.0,0.0,,,1.6604410441044104,1.287053705370537,0.3007050705070507,0.14774131859418363,0.17997154784393293,0.06509386463353233,0.12776041141474237,False,0.6307351013411314,False,0.32135921332497613,0.4896065597353089,5.551798561151079,0.44059349986128377,5.002384263858533,4.445723172628305,0.6500900090009001,0.2771223021582734,10067000000.0,1.3681136543014996
Thermo Fisher Scientific Inc,TMO,Diagnostics & Research,2025,44557000000.0,26318000000.0,18239000000.0,8110000000.0,11507000000.0,1419000000.0,6704000000.0,9852000000.0,10566000000.0,5425000000.0,28707000000.0,110343000000.0,15189000000.0,56807000000.0,3533000000.0,35852000000.0,39385000000.0,53407000000.0,7818000000.0,-4047000000.0,1801000000.0,-1525000000.0,0.0,,,1.8899861742050168,1.5328198038053855,0.648627296069524,0.15045896267702044,0.18201404941984425,0.06075600627135387,0.12552661636115117,False,0.7374501469844776,False,0.35693247419410384,0.5148219642387827,5.715292459478506,0.40380450051203975,5.059694318946458,4.413332012678288,0.5147145960892752,0.19850196775422116,9343000000.0,1.1661694510739857
"Upstart Holdings, Inc.",UPST,Credit Services,2023,508119000.0,,,,,39600000.0,-240132000.0,377324000.0,55337000.0,0.0,,2017100000.0,,1381795000.0,387425000.0,652999000.0,1040424000.0,635305000.0,-111712000.0,-118455000.0,165487000.0,-12086000.0,1.0,Credit Performance Deterioration & Loan Impairment,2023.0,,,,-0.4725900822445136,,-0.1190481384165386,-0.37797908091389176,False,1.6376763916544022,False,0.5158018938079421,0.685040404541173,,0.25190570621188835,,9.1822650306305,,-0.10737161003590844,-99626000.0,0.4652108007262672
"Upstart Holdings, Inc.",UPST,Credit Services,2024,628834000.0,,,,,48127000.0,-128581000.0,793607000.0,126557000.0,0.0,,2366958000.0,,1733740000.0,195605000.0,1206563000.0,1402168000.0,633218000.0,186331000.0,-237726000.0,559871000.0,-9990000.0,0.0,,,,,,-0.20447526692259008,,-0.05432331287669659,-0.20305960980262722,False,2.2143527189688226,False,0.5923924294389676,0.7324760304154109,,0.2656718032174631,,6.9142907407611025,,0.1328877852012027,196321000.0,-1.449133231192789
"Upstart Holdings, Inc.",UPST,Credit Services,2025,1023985000.0,,,,,51536000.0,53601000.0,657445000.0,256805000.0,0.0,,2974805000.0,,2175990000.0,97333000.0,1731812000.0,1829145000.0,798815000.0,-147725000.0,-177171000.0,405645000.0,-18407000.0,0.0,,,,,,0.05234549334218763,,0.018018323890137338,0.06710064282718778,False,2.2898230503933954,False,0.6148789584527389,0.731473155383294,,0.3442192009224134,,5.342130936295199,,-0.08076177667708137,-129318000.0,-2.756012014701218
Visa Inc.,V,Credit Services,2023,32653000000.0,6567000000.0,26086000000.0,21927000000.0,22624000000.0,644000000.0,17273000000.0,16286000000.0,4474000000.0,0.0,33532000000.0,90499000000.0,23098000000.0,51766000000.0,0.0,20463000000.0,20463000000.0,38733000000.0,20755000000.0,-2006000000.0,-17772000000.0,-1059000000.0,0.0,,,1.451727422287644,1.451727422287644,0.7050826911420902,0.5289866168499066,0.6715156340918139,0.19086398744737512,0.44595048150156197,False,0.5283091937107892,False,0.22611299572370966,0.5720063205118289,34.048136645962735,0.3608106166918971,,7.298390701832812,0.8985626461165469,1.0142696574304844,21814000000.0,1.2015862907427777
Visa Inc.,V,Credit Services,2024,35926000000.0,7042000000.0,28884000000.0,24057000000.0,25591000000.0,641000000.0,19743000000.0,11975000000.0,7015000000.0,0.0,34033000000.0,94511000000.0,26517000000.0,55374000000.0,0.0,20836000000.0,20836000000.0,39137000000.0,19950000000.0,-1926000000.0,-20633000000.0,-1257000000.0,0.0,,,1.2834408115548517,1.2834408115548517,0.45159708866010484,0.5495462895952792,0.6696264543784446,0.2088963189470009,0.504458696374275,False,0.5323862329764673,False,0.22046111034694374,0.5859000539619726,37.53042121684867,0.3801250648072711,,6.253982069805901,0.752347550627899,0.9574774428873104,21207000000.0,1.0104847287646255
Visa Inc.,V,Credit Services,2025,40000000000.0,7855000000.0,32145000000.0,26556000000.0,26003000000.0,589000000.0,20058000000.0,17164000000.0,7317000000.0,0.0,37766000000.0,99627000000.0,35048000000.0,61718000000.0,5569000000.0,19602000000.0,25171000000.0,37909000000.0,23059000000.0,708000000.0,-18963000000.0,-1482000000.0,0.0,,,1.0775507874914403,1.0775507874914403,0.48972837251769,0.50145,0.6639,0.20133096449757595,0.5291091825160252,False,0.6639848057189586,False,0.2526523934274845,0.6194907003121644,45.08658743633277,0.4014975859957642,,5.58191459670667,0.6579262725405158,0.9160939176035915,24541000000.0,1.1496161132715126
"Warner Bros. Discovery, Inc.",WBD,Entertainment,2023,41321000000.0,24526000000.0,16795000000.0,-886000000.0,22367000000.0,2221000000.0,-3126000000.0,3780000000.0,7312000000.0,0.0,14218000000.0,122757000000.0,15332000000.0,76285000000.0,1780000000.0,41889000000.0,43669000000.0,45226000000.0,7477000000.0,-1259000000.0,-5837000000.0,-1316000000.0,1.0,Massive Goodwill Impairment ($9.1B) & Debt Burden,2024.0,0.9273415079572137,0.9273415079572137,0.24654317766762326,-0.07565160572106193,-0.021441881851842887,-0.02546494293604438,-0.06911953301198426,False,0.9655729005439349,False,0.3557353144830845,0.6214309570940965,-0.39891940567312023,0.3366080956686788,,5.651121444201313,0.48767284111661885,0.17121985848084453,8793000000.0,-2.391874600127959
"Warner Bros. Discovery, Inc.",WBD,Entertainment,2024,39321000000.0,22970000000.0,16351000000.0,18000000.0,11612000000.0,2017000000.0,-11311000000.0,5312000000.0,5926000000.0,0.0,14078000000.0,104560000000.0,15810000000.0,69622000000.0,2748000000.0,36757000000.0,39505000000.0,34037000000.0,5375000000.0,-349000000.0,-3749000000.0,-948000000.0,1.0,Massive Goodwill Impairment ($9.1B) & Debt Burden,2024.0,0.8904490828589501,0.8904490828589501,0.3359898798228969,-0.2876579944558887,0.00045777065690089265,-0.10817712318286152,-0.33231483385727295,False,1.160648705820137,False,0.3778213465952563,0.6658569242540169,0.008924144769459593,0.37606159143075746,,5.940625472125698,0.33997469955724224,0.1360587267434502,6323000000.0,-0.47520113164176464
"Warner Bros. Discovery, Inc.",WBD,Entertainment,2025,37296000000.0,20885000000.0,16411000000.0,1309000000.0,21263000000.0,2085000000.0,727000000.0,4566000000.0,6366000000.0,0.0,13206000000.0,100085000000.0,12500000000.0,62919000000.0,139000000.0,32428000000.0,32567000000.0,35919000000.0,4319000000.0,-1179000000.0,-4240000000.0,-1231000000.0,0.0,,,1.05648,1.05648,0.36528,0.01949270699270699,0.0350975975975976,0.007263825748114103,0.020239984409365516,False,0.9066789164509034,False,0.3253934155967428,0.6286556427037019,0.6278177458033574,0.37264325323475045,,6.068337129840547,0.34552,0.13261890871127216,5550000000.0,5.940852819807428
Walmart Inc.,WMT,Discount Stores,2023,611289000000.0,463721000000.0,147568000000.0,20428000000.0,30089000000.0,2128000000.0,11680000000.0,8625000000.0,7933000000.0,56576000000.0,75655000000.0,243197000000.0,92198000000.0,159206000000.0,4563000000.0,34649000000.0,39212000000.0,76693000000.0,28841000000.0,-17722000000.0,-17039000000.0,-16857000000.0,0.0,,,0.8205709451398078,0.20693507451354692,0.09354866699928414,0.01910716535059522,0.03341790871420883,0.04802690822666398,0.15229551588802107,False,0.5112852541952981,False,0.16123554155684486,0.65463800951492,9.599624060150376,2.5135548547062667,8.19642604638009,77.05647296104878,0.31281589622334544,0.7355146383760074,45698000000.0,2.469263698630137
Walmart Inc.,WMT,Discount Stores,2024,648125000000.0,490142000000.0,157983000000.0,27012000000.0,36384000000.0,2683000000.0,15511000000.0,9867000000.0,8796000000.0,54892000000.0,76877000000.0,252399000000.0,92415000000.0,161828000000.0,4325000000.0,36132000000.0,40457000000.0,83861000000.0,35726000000.0,-21287000000.0,-13414000000.0,-20606000000.0,0.0,,,0.8318671211383434,0.23789428123140183,0.10676838175620841,0.023932111861137896,0.0416771456123433,0.0614542846841707,0.18496082803687053,False,0.4824292579387319,False,0.1602898585176645,0.641159434070658,10.067834513604174,2.5678588266989966,8.794308680518176,77.4852053320581,0.38658226478385543,0.8830610277578663,56332000000.0,2.303268648056218
Walmart Inc.,WMT,Discount Stores,2025,680985000000.0,511753000000.0,169232000000.0,29348000000.0,42010000000.0,2728000000.0,19436000000.0,9037000000.0,9975000000.0,56435000000.0,79458000000.0,260823000000.0,96584000000.0,163131000000.0,5666000000.0,33401000000.0,39067000000.0,91013000000.0,36443000000.0,-21379000000.0,-14822000000.0,-23783000000.0,0.0,,,0.8226828460200447,0.2383728153731467,0.09356622214859604,0.028541010448100913,0.04309639713062696,0.07451796812397679,0.2135519101666795,False,0.42924637139749267,False,0.14978356970052487,0.6254471423149032,10.758064516129032,2.610908547175671,9.193690659049468,72.5571360076714,0.37731922471630913,0.9328333375995085,60226000000.0,1.8750257254579132
ExxonMobil Holdings Corporation,XOM,Oil & Gas Integrated,2023,334697000000.0,250555000000.0,84142000000.0,44461000000.0,74273000000.0,849000000.0,36010000000.0,31539000000.0,38015000000.0,25120000000.0,96609000000.0,376317000000.0,65316000000.0,163779000000.0,4090000000.0,33645000000.0,37735000000.0,204802000000.0,55369000000.0,-19274000000.0,-34297000000.0,-21919000000.0,0.0,,,1.4791015983832445,1.0945097678976055,0.4828679037295609,0.10758984992396108,0.1328395533870934,0.0956906012749889,0.17582836105116162,False,0.18425113036005508,False,0.1002745026134881,0.43521552308293276,52.36866902237927,0.889401754371979,9.974323248407643,8.804340391950547,0.8477095964235409,1.4673115145090765,77288000000.0,1.537600666481533
